LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:50,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-40,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:51,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:52,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:53,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:54,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:55,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-38,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:56,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-36,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-30,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:57,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-34,WPA2,0.000000,0.000000,0.000,0.000
2019-12-26 18:36:58,1900-01-00 00:00:00,James Honor 8,02:1A:11:FF:D9:BD,-32,WPA2,0.000000,0.000000,0.000,0.000
